0j
(-0.5+0.48074175964327476j)
(-0.5+1.0192582403567252j)
(-0.5-1.0192582403567252j)
(-0.5-0.48074175964327476j)
(-1-1.4627718676730985j)
(-1+2.0372281323269013j)
(-1+1.4627718676730985j)
(-1+0.5385164807134505j)
(-1+0j)
(-1+0j)
(-1-0.5385164807134505j)
(-1-2.0372281323269013j)
(-1.5+0.44351362731637334j)
(-1.5+1.0179698919701763j)
(-1.5-1.0179698919701763j)
(-1.5-0.9820301080298238j)
(-1.5+2.445861873485089j)
(-1.5+3.054138126514911j)
(-1.5-1.5564863726836267j)
(-1.5+0.9820301080298238j)
(-1.5+1.5564863726836267j)
(-1.5-0.44351362731637334j)
(-1.5-2.445861873485089j)
(-1.5-3.054138126514911j)
(-2-3.4298437881283577j)
(-2+1.4266036331283638j)
(-2-1.4266036331283638j)
(-2-1.9651201138418144j)
(-2-2.573396366871636j)
(-2-2.0348798861581856j)
(-2-4.070156211871643j)
(-2+3.4298437881283577j)
(-2+4.070156211871643j)
(-2+0j)
(-2+1.9651201138418144j)
(-2+2.573396366871636j)
(-2+2.0348798861581856j)
(-2+0j)
(-2+0.5744562646538028j)
(-2-0.5744562646538028j)
(-2.5+2.9491020284850826j)
(-2.5-4.414589803375032j)
(-2.5-5.085410196624968j)
(-2.5-0.4086337411581876j)
(-2.5-0.9830900058119905j)
(-2.5-1.5913662588418123j)
(-2.5-1.0169099941880095j)
(-2.5-3.0508979715149174j)
(-2.5+2.4105855477716323j)
(-2.5+3.0508979715149174j)
(-2.5+4.414589803375032j)
(-2.5+5.085410196624968j)
(-2.5-3.5894144522283677j)
(-2.5-2.9491020284850826j)
(-2.5+3.5894144522283677j)
(-2.5+1.0169099941880095j)
(-2.5+0.4086337411581876j)
(-2.5+0.9830900058119905j)
(-2.5+1.5913662588418123j)
(-2.5-2.4105855477716323j)
(-3+2.607384344198544j)
(-3+2.032928079544741j)
(-3-6.1j)
(-3-5.4j)
(-3+1.967071920455259j)
(-3+1.3926156558014562j)
(-3+0j)
(-3+0.6082762530298219j)
(-3-2.032928079544741j)
(-3-2.607384344198544j)
(-3-1.967071920455259j)
(-3-1.3926156558014562j)
(-3+4.066151956268243j)
(-3+3.3953315630183063j)
(-3-3.3953315630183063j)
(-3-3.9338480437317567j)
(-3-4.066151956268243j)
(-3+3.9338480437317567j)
(-3+4.604668436981694j)
(-3+6.1j)
(-3+5.4j)
(-3-0.6082762530298219j)
(-3-4.604668436981694j)
(-3+0j)
(-3.5-1.0160180853567315j)
(-3.5-5.080741759643275j)
(-3.5-1.6242943383865533j)
(-3.5-0.9839819146432685j)
(-3.5-0.37570566161344665j)
(-3.5+1.0160180853567315j)
(-3.5+0.37570566161344665j)
(-3.5+0.9839819146432685j)
(-3.5+1.6242943383865533j)
(-3.5-2.37736167104813j)
(-3.5-2.951817935701933j)
(-3.5-3.62263832895187j)
(-3.5-3.048182064298067j)
(-3.5+3.048182064298067j)
(-3.5+2.37736167104813j)
(-3.5+2.951817935701933j)
(-3.5+3.62263832895187j)
(-3.5-5.619258240356725j)
(-3.5-4.919258240356725j)
(-3.5-4.380741759643275j)
(-3.5+4.919258240356725j)
(-3.5+5.619258240356725j)
(-3.5+5.080741759643275j)
(-3.5+7.114005494464026j)
(-3.5-6.385994505535974j)
(-3.5-7.114005494464026j)
(-3.5+6.385994505535974j)
(-3.5+4.380741759643275j)
(-4-5.366736265179249j)
(-4-5.9052527458926996j)
(-4-6.633263734820751j)
(-4+6.633263734820751j)
(-4+5.9052527458926996j)
(-4-6.0947472541073004j)
(-4-8.127491721763537j)
(-4-7.372508278236462j)
(-4-1.3604516768601207j)
(-4-1.9687279298899425j)
(-4+2.0312720701100577j)
(-4+4.062771867673098j)
(-4+3.3627718676730987j)
(-4+5.366736265179249j)
(-4+3.9372281323269016j)
(-4+0j)
(-4-0.6403124237432849j)
(-4+1.3604516768601207j)
(-4+1.9687279298899425j)
(-4+2.6395483231398793j)
(-4-3.3627718676730987j)
(-4+0j)
(-4-4.637228132326902j)
(-4-3.9372281323269016j)
(-4+8.127491721763537j)
(-4+7.372508278236462j)
(-4+4.637228132326902j)
(-4+6.0947472541073004j)
(-4+0.6403124237432849j)
(-4-2.0312720701100577j)
(-4-4.062771867673098j)
(-4-2.6395483231398793j)
(-4.5-5.076777362137125j)
(-4.5-5.651233626790927j)
(-4.5-4.923222637862875j)
(-4.5+7.646749962120262j)
(-4.5+4.348766373209073j)
(-4.5+2.954138126514911j)
(-4.5+2.345861873485089j)
(-4.5+3.045861873485089j)
(-4.5+9.140512483795332j)
(-4.5+8.359487516204668j)
(-4.5+1.6555664084966109j)
(-4.5+4.923222637862875j)
(-4.5+0.984746015246674j)
(-4.5-4.348766373209073j)
(-4.5-7.108233481406812j)
(-4.5-7.646749962120262j)
(-4.5-6.891766518593188j)
(-4.5-6.353250037879738j)
(-4.5+5.076777362137125j)
(-4.5+0.34443359150338915j)
(-4.5+1.015253984753326j)
(-4.5+5.651233626790927j)
(-4.5+3.654138126514911j)
(-4.5-3.654138126514911j)
(-4.5-3.045861873485089j)
(-4.5+7.108233481406812j)
(-4.5+6.353250037879738j)
(-4.5+6.891766518593188j)
(-4.5-2.954138126514911j)
(-4.5-1.015253984753326j)
(-4.5-1.6555664084966109j)
(-4.5-2.345861873485089j)
