0j
(-0.009792420977350908-0.489808376345582j)
(-0.009792420977350908+0.489808376345582j)
(-0.019584841954701813+3.559546677805373e-18j)
(-0.49020757902264944+1.0101916236544182j)
(-0.49020757902264944-1.0101916236544182j)
(-0.49999999999999983-0.5203832473088359j)
(-0.5+0.5203832473088361j)
(-0.5191430215352787-1.4792696091942006j)
(-0.5191430215352787+1.4792696091942006j)
(-0.52893544251263-0.9894612328486191j)
(-0.5289354425126301+0.989461232848619j)
(-0.9804151580452983+1.1102230246251565e-16j)
(-0.9808569784647214+2.020730390805799j)
(-0.9808569784647214-2.020730390805799j)
(-0.9906493994420725-1.530922014460217j)
(-0.9906493994420728+1.530922014460217j)
(-1.0093506005579278+0.469077985539782j)
(-1.0093506005579278-0.46907798553978297j)
(-1.0280207201991318+2.468442189486933j)
(-1.0280207201991318-2.468442189486933j)
(-1.0378131411764828-1.9786338131413503j)
(-1.037813141176483+1.9786338131413508j)
(-1.0382860430705576-1.1465496030282756e-18j)
(-1.47106455748737+1.010538767151381j)
(-1.4710645574873709-1.0105387671513817j)
(-1.4719792798008684-3.031557810513067j)
(-1.4719792798008684+3.031557810513067j)
(-1.4817717007782192-2.541749434167485j)
(-1.4817717007782196+2.541749434167486j)
(-1.5+0.5414607816115987j)
(-1.5000000000000009-0.5414607816115994j)
(-1.518228299221779-1.4582505658325136j)
(-1.5182282992217804+1.458250565832515j)
(-1.5364068733736185+3.457387587853773j)
(-1.5364068733736185-3.457387587853773j)
(-1.5461992943509693-2.9675792115081907j)
(-1.5461992943509695+2.9675792115081903j)
(-1.5471637417344104+0.9891725802927325j)
(-1.5471637417344104-0.9891725802927324j)
(-1.9617139569294413+2.220446049250313e-16j)
(-1.9621868588235167-2.02136618685865j)
(-1.9621868588235176+2.0213661868586517j)
(-1.9635931266263809+4.042612412146227j)
(-1.9635931266263809-4.042612412146227j)
(-1.9733855476037332-3.5528040358006443j)
(-1.973385547603735+3.5528040358006456j)
(-1.9911223013361454-1.5522882013188652j)
(-1.9911223013361468+1.552288201318866j)
(-2.008877698663851-0.4477117986811329j)
(-2.0088776986638535+0.44771179868113264j)
(-2.026614452396267-2.447195964199353j)
(-2.0266144523962697+2.4471959641993544j)
(-2.044294968245351+4.446166887767015j)
(-2.044294968245351-4.446166887767015j)
(-2.054087389222701-3.9563585114214366j)
(-2.054087389222702+3.9563585114214357j)
(-2.0555498949088964-1.978117978659572j)
(-2.0555498949088973+1.978117978659573j)
(-2.0560414403982636-1.1114225474242066e-17j)
(-2.4528362582655916+1.0108274197072675j)
(-2.4528362582655934-1.0108274197072677j)
(-2.453800705649029+3.032420788491808j)
(-2.4538007056490314-3.032420788491809j)
(-2.4557050317546505+5.053833112232985j)
(-2.4557050317546505-5.053833112232985j)
(-2.4654974527320004-4.5640247358874015j)
(-2.4654974527320035+4.564024735887405j)
(-2.4827361481616586+2.563342802952026j)
(-2.482736148161659-2.563342802952026j)
(-2.499999999999999+0.5631156210261336j)
(-2.4999999999999996-0.5631156210261343j)
(-2.517263851838339+1.4366571970479742j)
(-2.5172638518383397-1.4366571970479731j)
(-2.534502547267998-3.4359752641125976j)
(-2.534502547268001+3.4359752641125985j)
(-2.5516893267640133+5.434837941497855j)
(-2.5516893267640133-5.434837941497855j)
(-2.561481747741364-4.9450295651522715j)
(-2.5614817477413654+4.945029565152272j)
(-2.563437989780628-2.9668972785728145j)
(-2.5634379897806285+2.9668972785728145j)
(-2.5644275935727507-0.9889453983668408j)
(-2.564427593572751+0.9889453983668411j)
(-2.943958559601735-4.440892098500626e-16j)
(-2.944450105091102+2.021882021340427j)
(-2.9444501050911023-2.0218820213404287j)
(-2.945912610777298-4.043641488578567j)
(-2.9459126107773033+4.043641488578571j)
(-2.948310673235987-6.065162058502145j)
(-2.948310673235987+6.065162058502145j)
(-2.958103094213339+5.575353682156562j)
(-2.9581030942133397-5.575353682156567j)
(-2.9748480532899277-3.5745635030387835j)
(-2.974848053289929+3.5745635030387817j)
(-2.991613846825516+1.5741702226592948j)
(-2.991613846825517-1.5741702226592953j)
(-3.008386153174488-0.42582977734070593j)
(-3.0083861531744907+0.42582977734070626j)
(-3.0251519467100696-2.4254364969612157j)
(-3.0251519467100723+2.425436496961214j)
(-3.041896905786664+4.424646317843436j)
(-3.041896905786664-4.424646317843439j)
(-3.058603176856375+6.42345330516223j)
(-3.058603176856375-6.42345330516223j)
(-3.0683955978337267-5.933644928816646j)
(-3.0683955978337276+5.933644928816648j)
(-3.0708323482992914+3.955568332303652j)
(-3.070832348299292-3.9555683323036526j)
